,Year,Title,0,1,2,3,4,5
2170,61,477,3,3,3,14,14,3
2171,90,169,3,3,3,3,3,3
2172,42,1777,14,14,14,14,14,14
2173,36,1865,3,3,3,3,3,3
2174,27,3355,3,3,16,3,3,14
2175,27,3023,14,16,14,16,14,16
2176,37,1571,14,14,14,14,3,14
2177,37,1487,14,14,14,14,14,14
2178,37,2981,14,14,14,14,14,14
2179,92,3305,3,3,3,3,3,3
2180,34,2947,14,14,14,14,14,14
2181,34,2456,3,3,3,3,3,3
2182,88,1451,14,14,14,14,14,14
2183,53,1220,3,14,14,14,14,14
2184,53,2891,14,14,10,14,10,17
2185,67,928,3,3,3,3,3,3
2186,40,100,14,14,14,14,14,14
2187,40,248,2,4,2,2,4,2
2188,36,3472,14,14,14,14,14,16
2189,36,3931,17,17,17,17,17,17
2190,36,667,16,14,14,16,14,16
2191,62,2263,17,17,7,17,7,17
2192,62,3442,14,14,14,14,14,14
2193,62,909,14,14,16,14,16,14
2194,37,1621,0,0,0,0,0,0
2195,92,1098,3,3,3,3,3,3
2196,88,3787,14,9,14,9,9,9
2197,88,637,16,14,14,14,16,16
2198,88,1797,6,0,6,0,0,0
2199,53,232,7,7,7,7,3,3
2200,77,2711,3,3,3,3,3,3
2201,55,780,15,15,15,15,15,15
2202,60,2526,3,3,3,3,3,3
2203,60,1680,3,3,3,3,3,3
2204,60,176,0,0,0,17,0,17
2205,48,836,3,3,3,3,3,3
2206,60,608,17,4,4,17,9,17
2207,60,457,3,3,3,3,3,3
2208,30,185,3,3,3,3,3,3
2209,60,2762,17,17,7,17,0,17
2210,60,3845,2,2,0,2,2,0
2211,60,2747,7,7,7,7,7,7
2212,60,2377,7,7,7,7,7,7
2213,60,760,14,3,3,14,3,14
2214,34,1895,3,3,3,3,3,3
2215,55,2018,3,3,3,3,3,3
2216,28,237,3,3,3,3,3,3
2217,90,346,14,14,14,14,14,14
2218,20,2619,12,4,4,0,4,0
2219,40,3387,17,0,0,4,17,17
2220,53,791,3,3,14,14,14,3
2221,90,881,14,3,3,3,3,14
2222,34,1362,3,3,3,3,16,16
2223,65,247,16,16,16,16,16,16
2224,60,1938,3,3,3,3,3,3
2225,60,886,1,8,1,1,1,8
2226,60,3429,14,14,14,14,14,14
2227,60,265,14,14,14,14,14,14
2228,60,1164,16,16,3,3,3,16
2229,60,234,0,0,0,0,0,0
2230,59,3812,14,14,14,14,14,14
2231,28,1763,14,11,11,14,14,14
2232,67,1941,14,14,14,14,14,14
2233,53,1923,14,14,14,14,14,14
2234,61,2897,11,11,11,11,3,11
2235,60,1844,3,3,3,3,3,3
2236,60,781,3,3,3,3,3,3
2237,60,3202,14,14,14,14,14,14
2238,60,3487,3,3,17,17,17,17
2239,68,1747,17,7,17,7,17,17
2240,60,1020,3,3,3,3,3,3
2241,60,2159,3,3,3,3,3,3
2242,36,2210,6,4,4,6,6,6
2243,62,1338,3,3,3,3,3,3
2244,90,1166,3,3,3,3,3,3
2245,60,3585,3,3,3,3,3,3
2246,60,3488,2,0,2,2,0,2
2247,60,3428,3,3,16,3,3,3
2248,30,964,14,14,14,14,14,14
2249,60,3028,14,14,14,14,14,14
2250,30,3894,14,14,14,14,14,14
2251,60,643,3,0,3,0,0,3
2252,60,1715,14,14,14,14,14,14
2253,60,2309,0,0,12,4,4,0
2254,60,631,15,15,15,15,15,15
2255,30,838,3,3,14,14,3,3
2256,30,2844,14,14,14,14,14,14
2257,60,367,3,0,0,0,3,3
2258,34,3574,2,2,2,2,2,2
2259,60,2888,2,2,2,2,2,2
2260,60,3149,3,3,3,3,3,3
2261,65,2313,15,15,15,15,15,15
2262,60,3205,16,14,14,14,14,16
2263,60,3093,7,3,3,3,7,3
2264,60,2418,3,3,3,3,3,3
2265,60,2481,0,0,17,0,0,17
2266,60,1085,14,14,14,14,14,14
2267,60,189,3,3,3,3,3,3
2268,60,536,3,3,3,3,3,3
2269,60,1027,6,6,2,2,0,6
2270,60,3109,16,14,14,14,16,14
2271,60,619,16,16,16,16,16,16
2272,60,3319,3,3,3,3,3,3
2273,65,2589,14,14,14,14,14,14
2274,60,1561,3,3,3,3,3,3
2275,80,1537,9,17,0,3,17,17
2276,62,3410,3,3,3,3,3,3
2277,61,2425,4,4,4,0,4,4
2278,36,2432,17,17,17,17,17,17
2279,62,2277,3,3,3,3,3,3
2280,62,2945,14,0,14,14,0,14
2281,34,414,14,14,14,14,14,14
2282,71,1991,3,3,3,3,3,3
2283,42,742,14,14,14,14,14,3
2284,60,3231,0,17,17,17,0,0
2285,60,1383,8,1,1,1,14,14
2286,60,1595,14,8,8,14,14,1
2287,60,2956,14,14,14,14,14,14
2288,60,1823,3,3,3,3,3,3
2289,60,3850,3,3,3,3,3,3
2290,60,3068,14,14,14,14,14,14
2291,60,1919,3,3,3,3,3,3
2292,78,579,14,14,14,14,14,14
2293,49,3924,3,3,3,3,3,3
2294,20,1165,17,17,17,17,17,4
2295,36,1165,4,4,17,4,4,17
2296,21,2889,17,17,17,17,17,4
2297,22,2755,17,9,9,9,17,2
2298,47,2755,17,9,9,17,2,2
2299,62,3909,17,9,9,9,17,9
2300,80,3432,14,14,14,14,16,14
2301,80,1613,3,17,9,3,17,9
2302,80,3854,14,14,14,14,14,14
2303,92,255,14,14,14,14,14,14
2304,80,2806,9,17,17,9,17,17
2305,62,3437,3,14,14,3,14,3
2306,62,433,14,14,14,14,14,14
2307,80,468,17,17,17,17,17,17
2308,80,1501,4,4,4,4,4,2
2309,36,3776,14,14,14,14,14,14
2310,80,593,14,14,14,14,14,14
2311,62,2457,14,14,14,14,14,14
2312,27,2925,14,14,14,14,14,14
2313,37,1720,14,14,14,14,14,14
2314,92,3849,14,14,14,14,14,14
2315,60,2948,14,1,14,1,1,1
2316,60,3706,16,14,16,14,14,16
2317,60,2767,3,3,3,3,3,3
2318,60,3315,7,7,14,14,14,14
2319,30,2495,3,16,16,3,3,3
2320,60,3668,2,0,7,7,7,0
2321,60,1512,14,14,14,14,14,14
2322,60,625,7,0,7,7,7,0
2323,60,2850,14,14,3,3,14,14
2324,60,891,17,17,4,4,4,4
2325,60,3207,11,11,8,8,11,11
2326,60,1904,14,14,14,14,14,14
2327,60,1250,16,14,14,14,14,16
2328,36,818,3,3,3,3,3,3
2329,33,974,3,3,3,3,3,3
2330,80,1718,9,10,10,9,10,1
2331,92,852,1,1,1,3,1,3
2332,80,1057,13,13,13,13,13,13
2333,80,3550,12,12,17,12,12,17
2334,40,1905,17,17,17,17,17,17
2335,37,1862,12,17,17,17,17,12
2336,80,2179,17,17,14,16,17,16
2337,36,1992,14,14,16,14,16,17
2338,80,3117,4,14,14,14,4,14
2339,37,3227,14,4,14,4,4,4
2340,85,3824,17,3,3,17,3,3
2341,40,641,3,3,3,3,3,3
2342,80,3136,17,17,17,3,3,3
2343,34,3903,17,3,3,17,17,3
2344,80,3144,14,14,14,6,14,6
2345,80,653,6,9,9,17,17,9
2346,62,3746,16,16,16,16,3,3
2347,62,3259,14,14,14,14,14,14
2348,62,1502,3,14,14,14,3,14
2349,62,1022,14,14,14,14,14,14
2350,62,2908,0,3,0,3,3,0
2351,36,3779,3,3,3,3,3,3
2352,62,1770,9,3,17,3,17,3
2353,92,2937,17,9,17,9,3,3
2354,92,567,14,14,14,14,14,14
2355,60,537,16,14,14,16,14,14
2356,60,3182,7,7,7,7,7,7
2357,60,1123,16,16,14,3,3,14
2358,60,1860,17,3,3,3,3,3
2359,60,1882,4,4,4,2,2,2
2360,60,903,9,9,3,9,1,1
2361,74,903,9,1,3,1,9,3
2362,60,2814,3,3,3,3,14,14
2363,60,1461,3,3,3,3,3,3
2364,60,3673,3,3,3,3,3,3
2365,60,1937,3,3,3,3,3,3
2366,60,2644,3,3,3,3,3,3
2367,94,1837,14,14,14,14,14,14
2368,30,1207,3,3,3,3,3,3
2369,60,2469,0,0,3,0,3,0
2370,30,2637,3,3,3,3,3,3
2371,60,3363,3,3,3,3,3,3
2372,60,3196,13,3,3,13,3,3
2373,60,556,3,3,3,3,3,3
2374,60,2556,3,16,3,3,16,3
2375,30,2788,3,3,3,14,3,14
2376,94,2594,3,3,3,3,3,3
2377,94,2892,0,0,0,0,0,0
2378,94,3551,14,3,3,3,3,3
2379,94,310,4,2,4,4,2,2
2380,27,2158,9,9,1,1,1,9
2381,62,3711,4,1,4,4,9,9
2382,27,2521,2,2,2,2,2,2
2383,34,257,2,2,2,2,2,2
2384,62,588,10,3,3,10,10,10
2385,41,2078,4,4,2,2,4,4
2386,62,2078,4,4,2,2,2,4
2387,92,592,2,2,4,4,2,2
2388,62,988,14,14,17,14,14,17
2389,62,3353,7,7,7,14,14,14
2390,38,1507,2,2,2,2,2,2
2391,62,1475,2,2,2,2,2,2
2392,34,3158,2,2,2,2,2,2
2393,55,1311,2,2,2,2,2,2
2394,62,2873,14,14,14,14,14,14
2395,62,802,2,2,2,2,2,2
2396,62,1883,2,2,2,2,2,2
2397,62,1730,3,3,3,3,3,3
2398,62,1032,6,6,6,6,6,6
2399,62,3005,0,14,16,17,14,14
2400,62,132,14,16,14,16,16,16
2401,62,2244,14,14,14,9,9,14
2402,37,286,9,9,14,9,14,14
2403,62,3206,14,14,14,14,14,14
2404,62,385,14,14,14,14,14,14
2405,62,2563,3,3,3,3,3,3
2406,62,1221,17,6,6,6,17,0
2407,62,3285,12,17,17,12,12,12
2408,62,279,9,9,9,9,9,9
2409,62,3273,14,14,13,13,13,13
2410,94,2101,0,3,3,0,0,3
2411,30,2157,3,3,3,3,3,3
2412,60,1930,3,16,3,3,16,16
2413,60,418,16,14,14,14,16,16
2414,48,520,14,0,2,0,0,2
2415,60,3709,14,14,14,14,14,14
2416,94,904,14,14,16,16,14,16
2417,60,1679,3,3,3,3,3,3
2418,60,2907,17,17,14,14,17,14
2419,86,816,3,2,2,3,0,3
2420,60,785,3,3,3,3,3,3
2421,94,2730,0,17,0,0,17,0
2422,94,1266,14,14,16,14,14,16
2423,60,2946,14,14,14,14,14,14
2424,30,1964,3,3,3,3,3,3
2425,60,1851,15,15,15,15,15,15
2426,68,1518,8,4,4,4,4,8
2427,94,1827,16,14,14,16,16,14
2428,94,2829,16,16,16,16,16,16
2429,94,3686,14,4,14,4,4,4
2430,60,1817,14,14,14,14,14,14
2431,94,692,14,14,14,14,14,14
2432,94,2394,3,3,3,3,3,3
2433,94,659,16,16,16,16,14,14
2434,60,3212,3,3,3,3,3,3
2435,94,3780,14,14,14,14,3,14
2436,94,2185,0,0,0,0,0,0
2437,94,1752,3,16,14,16,3,14
2438,94,2970,14,14,14,14,14,14
2439,94,1110,3,3,3,3,3,3
2440,30,1340,14,14,14,14,14,14
2441,94,484,14,14,16,14,14,16
2442,68,2969,7,7,7,7,7,7
2443,40,3483,3,3,3,3,3,3
2444,92,3475,2,2,2,2,2,2
2445,53,1603,2,2,2,2,2,2
2446,77,2392,2,2,2,2,2,2
2447,55,2665,2,2,2,2,2,2
2448,42,2042,2,2,2,2,2,2
2449,40,1278,14,14,14,14,14,14
2450,41,3178,2,2,2,2,2,2
2451,87,559,3,3,3,3,3,3
2452,38,3676,3,3,3,3,3,3
2453,81,2142,3,3,3,3,3,3
2454,81,1024,3,0,3,3,3,3
2455,38,895,3,3,17,3,3,17
2456,90,1430,4,2,4,2,4,17
2457,85,3152,4,4,4,4,4,4
2458,68,776,4,0,13,4,4,4
2459,47,1872,4,4,17,4,17,4
2460,28,3578,17,4,17,4,17,17
2461,87,299,4,4,17,4,4,4
2462,68,3169,4,17,4,4,17,4
2463,78,2941,4,17,17,17,17,17
2464,98,2051,4,17,4,4,4,17
2465,66,925,17,17,17,17,17,17
2466,38,531,17,17,17,17,17,17
2467,85,1890,3,3,3,3,3,3
2468,85,3597,9,9,9,9,9,9
2469,60,1405,15,15,15,15,15,15
2470,94,1170,14,14,14,14,14,14
2471,94,545,17,7,17,3,3,17
2472,94,404,3,3,3,3,3,3
2473,60,401,0,0,7,14,0,7
2474,30,1246,14,14,14,14,14,14
2475,60,2865,3,3,3,3,3,3
2476,60,2470,14,14,14,14,14,14
2477,94,228,3,3,3,3,3,3
2478,60,2797,3,3,3,3,3,3
2479,94,3047,2,2,2,2,2,2
2480,94,3861,17,4,4,4,4,4
2481,97,3379,0,2,2,2,0,0
2482,37,2995,0,3,0,0,0,3
2483,77,3765,14,14,14,14,14,14
2484,86,2356,2,4,4,0,2,2
2485,97,2145,4,4,4,4,0,0
2486,94,1814,14,14,14,14,14,14
2487,60,908,16,14,16,16,16,3
2488,60,3895,3,3,3,3,3,3
2489,94,746,14,14,16,16,14,16
2490,94,2583,8,8,1,8,8,8
2491,94,2359,2,3,3,2,2,3
2492,94,2758,7,0,7,0,0,0
2493,30,825,3,3,3,3,3,3
2494,60,3107,3,3,3,3,3,3
2495,94,1149,3,3,3,3,3,3
2496,52,2583,11,11,11,11,11,11
2497,94,1874,1,8,8,1,8,8
2498,94,3838,14,14,14,14,14,14
2499,94,1046,17,17,7,7,7,7
2500,60,3440,3,3,16,3,16,16
2501,94,3586,16,3,3,16,16,3
2502,94,690,0,0,0,0,4,17
2503,94,3833,16,14,14,14,16,16
2504,60,1398,3,3,3,3,3,3
2505,94,3523,14,14,14,14,14,14
2506,60,150,3,3,3,3,3,3
2507,65,348,3,3,3,3,3,3
2508,30,2706,14,14,3,14,14,14
2509,30,405,4,4,4,4,4,4
2510,60,382,3,3,3,3,3,3
2511,94,2207,7,7,7,7,7,7
2512,94,332,14,16,14,14,14,16
2513,53,3874,14,14,17,17,14,14
2514,94,1974,6,6,6,6,6,6
2515,94,230,14,14,14,14,14,14
2516,60,2497,16,3,3,16,3,3
2517,94,840,14,0,7,14,14,0
2518,94,3830,14,14,14,14,14,14
2519,60,3268,3,3,3,3,3,3
2520,94,1597,16,3,3,14,14,3
2521,60,3083,3,3,3,3,3,3
2522,60,3821,16,14,16,14,16,16
2523,94,3479,3,3,3,3,3,3
2524,55,3405,14,14,14,14,14,14
2525,30,2878,4,16,3,16,4,3
2526,60,1262,15,15,15,15,15,15
2527,60,2419,3,3,14,14,14,3
2528,94,503,14,14,16,16,14,16
2529,94,1249,14,14,14,14,14,14
2530,94,3203,14,14,14,14,14,14
2531,94,2126,17,17,17,17,4,0
2532,60,2987,14,14,14,14,14,14
2533,81,2378,4,4,9,4,4,9
2534,60,601,3,3,3,3,3,3
2535,60,1124,15,15,15,15,15,15
2536,94,3253,0,0,7,7,7,7
2537,94,1582,14,2,2,2,2,2
2538,60,2820,3,3,3,3,3,3
2539,60,3860,0,0,0,0,0,0
2540,65,3228,3,3,3,3,3,3
2541,94,2642,3,3,3,3,3,3
2542,60,2323,3,3,3,3,3,3
2543,79,2957,3,3,3,3,3,3
2544,36,1575,17,4,17,4,17,2
2545,62,697,2,2,2,17,4,17
2546,80,1583,4,9,9,4,9,4
2547,34,1460,7,7,7,17,17,7
2548,94,1525,0,17,17,9,17,17
2549,30,312,14,14,14,14,14,14
2550,94,1521,3,3,3,3,3,3
2551,60,3139,3,3,16,16,16,3
2552,60,3393,3,3,16,16,3,3
2553,94,505,14,14,14,14,10,10
2554,94,2681,14,14,14,14,14,14
2555,60,857,3,3,3,3,3,3
2556,65,2086,17,17,17,17,17,17
2557,60,1628,16,16,14,3,16,16
2558,60,3052,3,15,15,15,15,3
2559,94,1605,4,10,17,4,10,9
2560,94,2412,16,16,14,14,14,14
2561,60,2124,3,3,3,3,3,3
2562,60,1081,5,14,14,14,0,0
2563,57,1388,3,3,3,3,3,3
2564,91,1525,2,2,2,2,2,16
2565,59,1525,2,2,2,2,2,2
2566,70,1322,2,2,2,2,2,2
2567,70,2901,2,2,2,2,2,2
2568,35,3491,2,2,2,2,2,2
2569,32,2269,2,2,2,2,2,2
2570,67,3330,3,3,3,3,3,3
2571,66,575,4,4,4,4,17,9
2572,90,3447,9,4,17,9,17,17
2573,42,2008,9,4,17,4,9,9
2574,27,2479,17,17,9,9,17,4
2575,45,2409,2,2,2,2,2,2
2576,41,2409,2,2,2,2,2,2
2577,79,1138,2,2,2,2,2,2
2578,70,2616,2,2,2,2,2,2
2579,45,1549,2,2,2,2,2,2
2580,56,361,2,2,2,2,2,2
2581,32,3595,2,2,2,2,2,2
2582,95,1002,2,2,2,2,2,2
2583,71,421,2,2,2,2,2,2
2584,95,2577,2,2,2,2,2,2
2585,24,2063,2,2,2,2,2,2
2586,80,3774,2,2,2,2,2,2
2587,18,1125,4,2,2,4,2,4
2588,61,846,4,4,11,14,4,2
2589,69,1965,4,4,4,4,4,4
2590,40,155,15,14,15,14,14,15
2591,25,3338,4,4,4,4,4,4
2592,49,1876,4,4,4,4,4,4
2593,49,1189,17,4,4,17,17,4
2594,18,407,4,4,4,4,4,4
2595,52,2663,4,4,4,4,2,4
2596,52,2581,4,4,4,4,4,4
2597,52,3828,4,4,4,4,4,4
2598,52,1268,4,4,4,4,4,4
2599,40,3266,2,2,2,4,2,2
2600,59,1975,12,12,12,12,12,12
2601,41,2438,12,12,12,12,12,12
2602,94,979,14,14,14,14,16,14
2603,94,1476,4,0,3,0,3,4
2604,60,660,3,3,3,3,3,3
2605,94,3295,3,3,3,3,3,3
2606,60,2020,16,16,16,14,3,14
2607,94,3365,3,3,3,0,0,0
2608,94,1493,15,15,15,15,15,15
2609,94,1956,3,3,3,3,3,3
2610,94,2689,16,16,16,16,3,3
2611,30,3222,3,3,3,3,3,3
2612,60,101,14,16,16,14,16,4
2613,94,2054,3,3,3,3,3,3
2614,94,1936,14,14,14,14,14,14
2615,94,1103,14,3,3,3,14,3
2616,60,2310,3,14,3,14,14,3
2617,60,1299,6,6,3,6,3,6
2618,94,1666,1,1,8,1,1,1
2619,94,3910,3,0,3,3,0,3
2620,94,3411,15,15,15,15,15,15
2621,94,1126,14,14,14,14,14,14
2622,60,1961,3,3,3,3,3,3
2623,60,3213,16,17,17,17,16,16
2624,30,900,15,15,15,15,15,15
2625,94,3480,14,14,14,14,14,14
2626,30,2466,3,3,3,3,3,3
2627,60,1333,14,14,14,14,14,14
2628,60,858,16,3,14,16,3,14
2629,30,3632,4,4,4,4,4,4
2630,34,1143,4,17,14,0,4,0
2631,94,3888,14,14,14,14,14,8
2632,94,2370,17,4,4,4,13,17
2633,94,2902,3,3,3,3,3,3
2634,60,1669,3,3,3,3,3,3
2635,88,1089,16,3,16,3,3,3
2636,60,1005,3,3,3,3,3,3
2637,94,1154,14,14,14,14,14,14
2638,94,745,0,0,0,0,0,0
2639,60,1660,16,16,16,16,16,16
2640,94,2861,1,14,1,1,1,1
2641,94,1935,2,2,2,2,2,2
2642,94,613,3,3,3,3,3,3
2643,94,2388,3,3,3,3,3,3
2644,94,861,0,2,0,0,2,0
2645,94,655,3,3,3,3,3,3
2646,60,3897,16,16,16,14,16,14
2647,36,2130,2,14,2,14,14,2
2648,92,3561,14,14,14,2,2,2
2649,94,1348,14,14,14,14,14,14
2650,94,3379,0,0,2,0,0,2
2651,94,1377,17,1,9,1,17,9
2652,94,3482,16,16,16,16,16,16
2653,94,879,17,17,4,17,0,0
2654,94,3701,17,17,9,14,9,9
2655,94,993,16,16,14,16,16,14
2656,94,684,3,3,3,3,3,3
2657,52,1506,7,5,7,7,7,7
2658,18,3531,5,5,5,5,5,5
2659,86,2016,3,3,3,3,3,3
2660,21,2163,3,3,3,3,3,3
2661,61,1546,3,3,3,3,3,3
2662,59,2899,3,3,3,3,3,3
2663,50,3385,3,3,3,3,3,3
2664,37,105,9,9,9,9,14,9
2665,62,3652,3,3,3,3,3,3
2666,62,2968,9,14,9,9,9,17
2667,62,3111,14,14,14,14,14,14
2668,27,435,17,17,17,17,17,17
2669,62,942,14,14,3,14,14,14
2670,80,731,3,3,3,3,3,3
2671,62,2959,2,2,2,2,2,2
2672,62,3748,0,17,17,17,0,0
2673,62,1661,14,3,14,14,3,14
2674,62,3388,3,3,3,3,3,3
2675,62,2550,3,3,3,3,3,3
2676,62,3086,3,3,3,3,3,3
2677,62,2935,14,11,11,14,2,11
2678,86,489,2,14,14,2,14,14
2679,27,2384,17,9,17,9,17,9
2680,62,3279,3,6,6,6,6,6
2681,27,285,3,3,3,3,14,14
2682,27,2980,14,14,14,14,14,14
2683,27,639,14,14,6,6,6,6
2684,27,506,0,0,0,0,0,0
2685,27,3557,2,2,2,2,2,2
2686,27,747,3,3,3,3,3,3
2687,27,2110,17,17,17,17,17,17
2688,40,1190,3,3,3,3,3,3
2689,80,1038,3,3,3,3,3,3
2690,94,1342,14,14,14,14,14,14
2691,30,3537,3,3,3,3,3,3
2692,94,3925,1,1,8,1,1,1
2693,94,937,0,0,0,0,0,0
2694,94,2871,17,0,0,17,0,17
2695,28,2871,7,0,3,0,0,3
2696,60,2542,14,14,14,3,14,14
2697,60,3677,3,14,14,14,14,3
2698,60,2329,14,14,14,14,14,14
2699,60,215,14,14,14,14,14,14
2700,94,599,7,6,6,7,7,6
2701,94,526,14,14,14,14,14,14
2702,94,1565,3,3,3,3,3,3
2703,94,3031,14,14,14,14,14,14
2704,60,595,3,3,3,3,3,3
2705,94,3497,14,16,14,14,14,14
2706,60,1499,3,3,3,3,3,3
2707,30,2511,15,15,15,15,15,15
2708,44,680,3,3,3,3,3,3
2709,48,3040,0,0,0,0,0,0
2710,66,1496,14,14,14,14,14,14
2711,97,2075,2,14,2,14,2,14
2712,59,2631,2,2,2,2,2,2
2713,50,3345,2,2,2,2,2,2
2714,57,438,2,2,2,2,2,2
2715,23,3729,2,2,2,2,2,2
2716,21,1058,2,2,2,2,2,2
2717,62,2491,14,14,14,14,14,14
2718,80,1773,2,2,2,2,2,2
2719,98,2573,14,14,14,14,14,14
2720,66,3625,2,2,2,2,2,2
2721,67,3195,2,2,2,2,2,2
2722,90,491,14,14,14,14,14,14
2723,40,2131,14,14,14,14,14,14
2724,30,3916,14,2,14,2,14,2
2725,80,586,14,14,14,14,14,14
2726,42,3752,14,14,14,14,14,14
2727,37,1215,14,14,14,14,14,14
2728,37,1117,10,10,14,14,14,14
2729,34,3161,14,14,14,14,14,14
2730,88,1759,14,14,14,14,14,14
2731,53,313,1,8,1,8,8,8
2732,30,268,16,3,16,16,3,3
2733,37,2111,16,16,16,16,16,0
2734,77,2825,0,0,0,0,0,0
2735,42,298,14,3,14,14,14,3
2736,94,1114,14,14,16,16,14,14
2737,94,1712,14,14,0,0,0,0
2738,94,2013,4,4,17,17,4,17
2739,53,3703,17,4,17,17,17,4
2740,94,3039,14,14,14,14,14,14
2741,30,1131,8,6,6,6,6,6
2742,60,940,14,14,14,14,14,14
2743,94,127,0,17,0,0,17,0
2744,94,2875,15,15,15,15,15,15
2745,59,2597,2,2,2,2,2,2
2746,62,3788,17,12,17,12,12,12
2747,37,2487,17,12,17,17,12,12
2748,53,756,17,12,17,17,17,12
2749,48,1227,12,12,12,12,17,17
2750,61,1132,0,0,0,0,0,0
2751,23,1277,3,3,3,3,3,3
2752,54,2815,9,3,3,9,9,3
2753,53,1650,16,16,16,16,9,9
2754,54,112,17,17,3,17,3,17
2755,94,2256,15,15,15,15,15,15
2756,60,2314,3,3,3,3,3,3
2757,94,3030,17,17,17,0,0,0
2758,94,2748,4,0,0,0,4,0
2759,94,122,1,14,1,14,14,1
2760,94,223,14,3,3,3,14,3
2761,60,673,3,3,3,3,3,3
2762,94,3071,3,3,3,3,3,3
2763,94,860,3,3,3,3,3,3
2764,30,2951,12,16,12,12,16,12
2765,60,1629,16,14,14,16,14,16
2766,94,2880,17,17,0,0,17,17
2767,94,1891,14,14,14,14,14,14
2768,60,901,16,16,16,16,14,14
2769,60,3621,14,14,14,14,14,14
2770,60,436,3,3,3,3,3,3
2771,94,1944,0,0,0,0,0,0
2772,94,2311,0,0,0,0,0,0
2773,94,3099,7,3,3,3,3,7
2774,60,694,14,14,14,16,14,14
2775,94,2506,3,6,3,6,3,3
2776,94,711,3,3,3,3,3,3
2777,62,835,1,1,1,1,1,1
2778,56,2369,3,3,3,3,3,3
2779,58,212,3,3,3,3,3,3
2780,88,1849,14,3,3,14,14,3
2781,77,1738,3,3,0,3,0,3
2782,85,3851,4,4,9,9,9,0
2783,36,3476,3,3,3,3,3,3
2784,81,3334,2,2,2,2,2,2
2785,68,360,2,2,2,2,2,2
2786,42,3435,2,2,2,2,2,2
2787,57,2742,0,0,0,0,0,0
2788,28,3695,11,8,8,11,8,11
2789,94,2474,14,3,14,14,3,3
2790,36,960,15,15,15,15,15,15
2791,94,965,14,14,14,14,14,14
2792,94,3278,3,3,14,3,14,3
2793,90,2713,3,3,3,3,3,3
2794,23,1845,11,14,14,11,14,11
2795,94,3842,14,14,14,14,14,14
2796,94,2399,14,14,14,14,14,14
2797,66,376,3,3,3,3,3,3
2798,80,572,14,2,14,14,14,2
2799,92,1839,2,2,2,2,2,2
2800,55,1469,3,3,3,3,3,3
2801,51,3773,14,14,14,14,14,14
2802,78,1197,9,9,9,9,9,9
2803,67,3050,16,17,3,3,10,3
2804,60,3707,3,6,16,16,3,16
2805,71,1540,14,14,14,14,14,14
2806,77,3383,6,16,3,6,3,3
2807,55,2128,1,1,8,1,1,1
2808,61,773,11,3,11,3,11,11
2809,67,1910,2,2,2,2,2,2
2810,34,249,14,9,14,9,9,17
2811,34,1302,14,9,17,9,9,17
2812,94,681,17,0,17,17,17,0
2813,94,2967,3,3,3,3,3,3
2814,94,1553,14,14,14,14,14,14
2815,60,1902,16,14,14,14,16,16
2816,94,889,3,16,16,3,16,3
2817,94,492,1,14,1,14,1,1
2818,94,598,3,3,3,3,3,3
2819,94,831,16,16,14,14,14,14
2820,94,2697,14,14,14,14,14,14
2821,94,3645,12,12,3,12,12,3
2822,94,1174,14,14,14,14,14,14
2823,60,723,17,17,17,3,3,3
2824,94,3210,3,3,17,3,17,17
2825,94,3069,3,3,3,3,16,3
2826,78,136,9,9,9,9,9,9
2827,75,1079,13,13,13,13,13,13
2828,36,472,12,12,12,12,12,12
2829,77,2255,2,2,2,6,2,2
2830,56,1562,9,1,8,1,8,1
2831,37,2784,2,4,2,4,4,4
2832,85,2327,2,2,4,4,4,2
2833,42,3309,2,2,0,0,0,0
2834,62,2700,0,2,2,2,0,2
2835,91,1789,3,3,3,3,3,3
2836,21,3722,17,9,17,9,9,9
2837,94,408,3,3,16,3,16,3
2838,94,1871,14,14,14,14,14,14
2839,94,3035,3,3,3,3,3,3
2840,60,3624,15,15,15,15,15,15
2841,60,1274,3,16,16,3,16,3
2842,60,133,3,3,3,3,3,3
2843,94,280,3,17,3,3,7,7
2844,60,3220,14,14,14,14,14,14
2845,94,967,14,14,14,3,14,3
2846,42,2928,14,14,14,14,14,14
2847,34,1818,9,9,17,17,17,17
2848,67,3570,7,0,0,7,0,0
2849,62,3757,14,14,14,14,14,14
2850,40,3639,3,16,3,3,16,3
2851,79,873,3,16,3,16,16,16
2852,78,441,13,13,13,13,13,13
2853,51,1320,13,13,13,13,13,13
2854,81,254,14,14,14,14,14,14
2855,85,3032,14,17,17,17,14,17
2856,87,1828,3,3,3,3,3,3
2857,37,3862,14,3,14,14,14,14
2858,73,3399,16,16,16,16,3,3
2859,36,509,3,3,3,3,3,3
2860,67,195,3,3,3,3,3,3
2861,60,2763,15,15,15,15,15,15
2862,92,2752,3,3,3,3,3,3
2863,66,594,3,3,3,3,3,3
2864,97,427,3,3,3,3,3,3
2865,62,2009,11,11,11,11,11,11
2866,24,3562,16,16,14,16,14,16
2867,32,425,14,14,14,14,14,14
2868,32,583,14,14,14,14,14,14
2869,62,3293,3,3,3,3,3,3
2870,49,2662,3,3,3,0,0,3
2871,73,2287,5,5,5,5,5,5
2872,41,1821,11,11,11,16,11,11
2873,42,2114,16,16,3,16,16,3
2874,53,590,3,16,3,3,16,3
2875,51,3006,17,17,12,17,17,12
2876,36,565,6,6,6,6,6,6
2877,57,3084,11,14,14,11,11,14
