,Year,Title,0,1,2,3,4,5,6,7
9058,105,8835,4,4,15,15,15,4,4,4
9059,81,8720,15,11,11,11,15,11,15,11
9060,75,7591,1,9,9,9,1,1,9,9
9061,93,9284,10,10,6,10,6,6,10,6
9062,81,9673,5,5,5,5,5,5,5,5
9063,81,860,15,15,15,15,15,15,15,15
9064,81,1793,18,1,15,15,15,15,18,1
9065,93,6396,13,13,13,1,1,13,13,13
9066,28,7608,1,1,1,1,1,1,1,1
9067,93,3693,15,1,1,1,15,16,15,16
9068,93,6201,10,10,1,10,10,10,1,1
9069,93,4225,15,15,15,15,15,15,15,15
9070,52,155,15,15,15,15,15,15,15,15
9071,93,4239,5,5,5,5,5,5,5,5
9072,93,2198,8,6,6,10,10,8,18,8
9073,40,2881,1,1,1,1,1,1,1,1
9074,93,5208,15,6,11,15,6,15,6,6
9075,93,7589,8,8,19,8,19,19,8,8
9076,81,10123,15,10,15,10,15,15,15,15
9077,81,9756,1,14,1,14,1,1,14,14
9078,81,9066,14,14,15,15,15,14,14,15
9079,111,5195,16,16,1,1,1,1,16,16
9080,41,6814,9,9,9,9,9,9,9,9
9081,57,3812,9,9,9,18,1,9,18,18
9082,103,3297,17,17,17,15,17,17,16,16
9083,88,4893,15,15,15,15,15,15,15,15
9084,63,6101,15,15,15,15,15,15,15,15
9085,25,8084,1,1,1,1,16,1,16,16
9086,104,282,17,1,17,17,1,17,17,1
9087,65,8532,12,12,12,15,15,12,15,15
9088,23,10118,15,15,15,15,15,15,15,15
9089,40,6215,15,15,15,15,1,1,1,15
9090,25,9052,1,1,1,1,1,1,1,1
9091,93,8992,15,15,15,15,15,15,15,15
9092,93,3467,6,15,15,15,8,6,8,15
9093,89,5521,1,1,15,1,1,15,15,1
9094,31,1283,1,15,15,1,1,1,15,15
9095,93,5784,2,4,4,2,6,4,6,18
9096,93,8132,1,1,1,1,1,1,1,1
9097,93,3519,1,1,16,16,16,16,16,16
9098,40,1393,5,5,5,5,5,5,5,5
9099,40,3097,18,18,15,18,18,18,18,18
9100,82,6767,1,1,1,1,1,1,1,1
9101,81,2459,15,15,15,15,15,15,15,15
9102,52,4506,15,15,15,15,15,15,15,15
9103,81,5574,1,15,1,1,1,1,1,15
9104,36,3025,5,5,5,11,11,11,11,11
9105,93,6089,13,1,18,7,1,13,13,18
9106,81,7841,15,15,15,15,15,15,15,15
9107,51,492,1,18,1,1,18,18,18,1
9108,93,9981,5,13,5,13,13,5,13,5
9109,81,7664,5,5,5,5,5,5,5,5
9110,93,8890,8,19,8,8,8,8,8,8
9111,93,8846,1,15,15,1,1,15,15,15
9112,81,1719,15,15,16,15,15,1,16,16
9113,93,8488,16,16,15,15,16,15,15,16
9114,93,7527,15,15,18,1,18,18,18,1
9115,93,8057,1,1,15,1,15,6,15,6
9116,40,6395,1,1,1,1,16,16,16,1
9117,93,8518,5,5,5,5,5,5,5,5
9118,93,9245,18,18,8,1,16,18,1,6
9119,93,4358,6,13,18,18,18,18,4,13
9120,40,3493,19,8,8,19,8,19,19,8
9121,93,8730,1,1,1,1,1,1,1,1
9122,93,517,16,17,15,15,17,17,17,15
9123,81,921,1,1,1,16,16,1,15,15
9124,81,349,15,15,17,1,15,17,1,17
9125,81,7865,11,15,11,15,15,15,15,11
9126,105,6125,16,15,15,15,15,16,16,16
9127,93,9480,6,6,6,6,6,6,6,10
9128,93,7029,16,16,1,16,15,1,16,1
9129,81,2176,15,16,15,15,15,16,15,16
9130,81,8605,15,15,15,15,15,15,15,15
9131,93,6311,15,15,15,15,15,15,15,15
9132,81,1290,15,15,15,15,15,15,15,15
9133,81,3221,15,1,1,1,15,1,15,1
9134,93,3187,18,16,18,1,16,16,1,16
9135,81,3487,15,15,15,15,15,15,15,15
9136,93,5621,8,19,19,8,8,8,8,8
9137,93,5295,4,1,16,16,4,4,1,1
9138,93,1389,5,5,5,5,5,5,5,5
9139,93,1032,15,15,15,1,1,1,1,15
9140,81,7549,19,19,19,19,19,19,19,19
9141,81,3181,15,16,16,15,15,15,10,15
9142,41,3600,6,10,6,15,15,6,15,15
9143,51,3742,1,1,1,1,1,1,1,1
9144,90,9913,1,1,1,1,1,1,1,1
9145,73,6953,17,17,17,17,1,17,17,1
9146,93,10288,2,2,8,18,18,6,2,8
9147,42,2595,10,1,10,1,1,1,10,1
9148,50,4076,15,15,15,15,8,15,8,8
9149,93,9073,5,5,5,5,5,5,5,5
9150,93,4139,1,1,1,1,1,1,1,1
9151,93,10119,15,15,19,8,8,8,8,8
9152,93,8893,15,15,15,15,15,15,15,15
9153,93,6469,4,6,4,6,2,4,6,6
9154,93,3220,5,5,5,5,5,5,5,5
9155,40,2415,15,15,15,15,15,15,15,15
9156,52,4639,15,15,15,15,15,15,15,15
9157,93,1616,16,1,16,16,16,16,1,16
9158,93,5210,1,1,1,1,15,1,15,1
9159,75,5412,1,1,1,1,2,2,2,2
9160,60,6230,8,8,8,15,15,8,15,15
9161,66,1100,1,1,15,1,15,15,15,15
9162,88,5124,8,8,8,8,8,8,8,8
9163,22,4848,12,15,12,15,15,15,12,15
9164,93,3256,1,16,1,1,1,1,16,1
9165,93,8155,10,10,10,15,10,15,15,10
9166,58,10335,6,19,19,19,6,2,6,6
9167,42,672,9,9,9,9,9,9,9,9
9168,93,645,6,8,6,6,6,8,2,8
9169,93,8710,13,1,13,13,1,1,1,13
9170,93,3459,6,10,10,6,6,6,6,19
9171,93,9185,15,15,15,15,15,15,15,15
9172,81,10102,15,14,15,15,15,15,15,15
9173,93,2892,13,1,1,1,18,13,6,13
9174,93,7932,6,18,6,6,8,8,2,8
9175,93,3688,1,16,16,1,1,1,1,1
9176,93,3016,1,5,5,5,1,5,5,1
9177,111,4669,15,15,15,15,15,15,15,15
9178,42,6983,1,1,1,1,1,1,1,1
9179,93,2128,18,2,9,2,18,9,9,9
9180,93,4412,1,15,15,1,1,1,15,15
9181,70,6231,15,15,15,15,15,15,15,15
9182,105,7344,15,15,15,15,15,15,15,15
9183,81,3983,15,15,15,15,15,15,15,15
9184,93,1539,6,1,6,18,6,18,6,6
9185,93,7963,1,1,15,1,1,15,1,1
9186,81,6478,15,8,15,8,8,8,6,15
9187,93,6846,1,15,15,1,1,15,15,1
9188,93,5600,1,1,1,1,1,1,1,1
9189,93,10056,15,15,19,15,15,15,8,8
9190,93,543,6,6,10,6,10,15,6,6
9191,93,6527,6,11,11,6,6,11,6,15
9192,93,1585,16,16,16,8,8,16,16,16
9193,93,1158,15,15,15,1,15,15,15,1
9194,93,10442,5,5,5,5,5,5,5,5
9195,81,8243,8,8,8,8,8,8,8,8
9196,55,7890,10,10,6,10,10,10,6,15
9197,43,9146,15,16,15,15,16,15,15,16
9198,47,8938,13,17,17,17,1,1,17,13
9199,27,4646,4,4,1,4,4,1,4,4
9200,60,2446,6,6,6,6,6,19,14,19
9201,40,575,19,19,19,19,19,19,19,19
9202,81,8970,16,5,1,5,16,1,16,5
9203,93,6739,15,15,15,15,15,15,18,18
9204,93,873,1,16,1,1,1,16,1,16
9205,93,2951,15,8,15,8,15,8,15,15
9206,32,5303,9,9,9,9,9,9,9,9
9207,111,9315,16,4,4,15,15,4,15,16
9208,93,10352,15,8,8,15,8,8,8,8
9209,93,9031,6,6,6,6,6,6,6,6
9210,93,5981,11,1,13,1,7,7,4,13
9211,93,5728,18,18,1,1,1,1,18,18
9212,93,3843,15,15,1,1,16,15,15,15
9213,93,3845,2,2,19,18,19,8,18,19
9214,93,422,1,15,16,16,16,15,15,16
9215,93,7455,1,1,1,1,1,1,1,1
9216,93,3138,15,8,8,15,15,8,8,15
9217,93,2957,6,8,8,6,8,10,8,6
9218,93,7167,1,1,1,1,1,1,1,1
9219,93,9564,1,16,1,16,16,1,16,16
9220,93,2671,15,15,15,15,15,15,15,15
9221,93,5185,16,15,11,11,15,10,8,15
9222,93,5658,8,19,8,8,19,19,19,8
9223,93,6206,19,8,19,8,8,8,19,19
9224,93,1383,15,1,1,18,1,18,18,15
9225,93,8297,1,1,15,1,1,1,15,1
9226,93,2807,1,1,1,1,1,1,1,1
9227,81,4434,19,19,19,19,19,19,19,8
9228,25,7490,15,15,16,16,16,16,15,15
9229,98,3198,17,11,11,15,6,15,17,15
9230,93,8681,18,18,7,7,18,7,7,7
9231,113,7966,6,15,15,6,6,6,6,6
9232,97,7082,1,1,1,1,9,17,17,9
9233,93,2698,5,5,5,5,5,5,5,5
9234,69,3774,15,15,15,15,15,15,15,15
9235,42,4492,10,18,6,6,6,10,6,18
9236,93,7216,6,6,6,6,19,2,2,19
9237,93,9583,15,10,8,8,15,8,15,15
9238,93,664,1,1,1,1,1,1,1,1
9239,93,3031,6,6,6,2,2,2,6,6
9240,93,1779,15,15,15,15,15,15,15,15
9241,93,8331,10,10,10,10,6,6,1,10
9242,75,1361,15,15,15,15,15,15,15,15
9243,93,6989,14,8,14,15,14,14,14,19
9244,93,8016,6,15,15,6,15,6,6,6
9245,93,10075,4,7,4,1,17,1,17,7
9246,93,3475,15,6,10,10,15,15,10,6
9247,93,8462,6,6,10,15,6,8,10,15
9248,93,472,15,15,15,15,15,15,15,15
9249,93,3175,15,15,15,15,15,15,15,15
9250,93,8732,10,10,10,10,10,15,15,10
9251,81,3680,6,2,18,18,18,7,6,4
9252,93,7717,1,17,17,1,1,17,17,16
9253,93,529,16,15,1,16,1,1,16,15
9254,93,1777,15,1,1,1,1,15,1,15
9255,93,9072,8,6,8,8,6,10,10,6
9256,93,2431,15,15,15,15,15,15,15,15
9257,93,5075,18,4,13,18,4,4,4,18
9258,81,2756,15,4,14,14,15,4,15,15
9259,93,2940,15,15,15,15,15,15,15,15
9260,99,7571,15,15,15,15,15,15,15,15
9261,93,7293,1,18,18,1,1,18,13,1
9262,93,8673,1,1,14,8,8,14,8,14
9263,93,3986,10,10,6,10,6,6,6,6
9264,77,244,15,15,10,10,14,14,15,14
9265,81,4435,5,5,5,5,5,5,5,5
9266,93,7131,15,15,6,18,15,15,6,6
9267,93,8627,5,5,5,5,5,5,5,5
9268,86,2302,4,4,4,4,4,19,19,19
9269,93,3776,15,15,15,15,15,15,15,15
9270,93,962,15,15,15,15,15,15,15,15
9271,40,510,15,15,15,15,4,15,15,4
9272,93,7825,15,15,15,15,15,15,15,15
9273,93,3565,9,9,9,9,9,15,9,15
9274,93,6749,15,15,15,15,15,15,1,1
9275,93,1654,15,15,15,15,15,15,15,15
9276,47,6962,15,15,15,15,11,15,11,15
9277,93,6234,15,15,1,15,15,1,1,15
9278,93,4542,15,15,15,15,15,15,15,15
9279,93,7142,15,15,15,16,16,15,15,15
9280,93,1248,6,6,2,6,1,1,2,1
9281,93,5067,15,15,15,16,15,16,15,16
9282,93,552,15,16,1,16,15,15,16,1
9283,93,1411,15,15,15,15,15,15,15,15
9284,93,428,12,12,10,12,12,10,15,15
9285,93,8121,15,13,13,13,15,15,13,15
9286,105,6985,15,10,15,12,15,10,10,15
9287,93,1831,10,10,10,10,15,15,9,6
9288,93,1586,15,15,15,15,15,15,15,15
9289,81,5995,15,15,15,15,15,15,15,15
9290,81,7819,1,1,15,15,15,1,15,1
9291,93,5376,6,8,6,19,8,8,6,8
9292,93,9638,15,15,15,15,15,15,15,15
9293,93,2798,15,15,15,15,15,15,15,15
9294,93,6356,5,5,5,5,5,5,5,5
9295,93,4396,15,15,15,15,15,15,15,15
9296,93,1276,15,1,1,16,16,15,15,15
9297,93,8361,15,15,1,15,1,1,15,15
9298,93,2166,15,15,15,8,8,15,15,8
9299,40,7942,1,1,1,1,1,1,1,1
9300,93,1034,5,5,5,5,5,5,5,5
9301,93,10407,8,8,8,8,8,8,8,8
9302,93,9706,8,15,15,15,15,15,8,15
9303,93,1015,9,9,18,9,9,9,18,18
9304,25,4343,15,15,15,15,15,15,15,15
9305,93,4174,5,5,5,5,5,5,5,5
9306,93,7519,15,15,1,1,1,15,15,15
9307,93,3280,19,8,19,8,8,8,8,8
9308,93,705,15,16,1,15,1,15,1,15
9309,74,9278,16,15,15,16,16,16,15,15
9310,64,1949,15,15,15,15,15,15,15,15
9311,93,1986,15,8,10,8,10,16,10,16
9312,93,4755,1,1,1,1,1,1,1,1
9313,81,7710,1,11,11,11,15,1,16,15
9314,93,10225,15,15,15,15,15,15,15,15
9315,93,3885,15,15,15,15,15,15,15,15
9316,31,3015,15,15,15,15,10,6,10,6
9317,81,5702,1,1,1,1,1,1,1,1
9318,93,8759,15,8,15,8,15,10,10,10
9319,93,519,11,11,6,11,15,6,6,15
9320,81,7861,15,1,15,15,1,15,1,1
9321,93,3826,1,18,7,1,18,18,13,1
9322,81,9640,8,8,8,10,8,10,8,8
9323,93,1315,11,15,11,11,15,15,11,11
9324,58,7628,1,1,15,1,15,15,15,1
9325,29,5830,15,1,15,15,15,15,15,1
9326,93,1760,6,17,17,15,6,17,10,15
9327,93,4494,16,16,1,16,16,16,1,16
9328,93,713,15,15,15,8,15,15,8,8
9329,111,6865,1,1,1,1,1,1,1,1
9330,93,10424,15,8,8,15,15,8,15,15
9331,93,4478,15,16,15,16,15,16,16,15
9332,93,3245,14,14,8,19,19,14,14,8
9333,93,1456,8,18,19,8,6,19,6,8
9334,93,6256,15,15,15,15,15,15,15,1
9335,93,4956,18,18,4,18,4,4,4,8
9336,52,5240,1,15,15,15,1,1,1,1
9337,93,960,17,15,16,15,16,15,16,17
9338,93,10234,17,17,17,17,15,16,15,16
9339,57,9155,15,15,15,15,15,15,15,15
9340,93,9053,13,13,6,6,18,18,18,18
9341,93,4015,1,1,15,1,1,15,15,15
9342,93,8796,15,16,15,15,16,16,15,15
9343,93,9091,17,17,17,17,1,17,17,17
9344,93,5716,15,15,15,15,15,15,15,15
9345,93,8282,1,1,15,15,15,15,1,15
9346,93,1904,10,1,1,10,1,8,6,8
9347,93,10306,16,1,16,16,16,1,16,16
9348,93,8031,16,10,16,10,1,1,10,16
9349,81,5689,15,15,15,15,15,15,15,15
9350,93,1923,5,5,5,5,5,5,5,5
9351,101,6816,11,18,18,15,6,18,11,6
9352,76,1294,9,9,9,9,9,9,9,9
9353,86,6818,8,19,14,19,10,8,14,10
9354,81,9939,15,15,1,16,15,15,16,1
9355,101,8521,10,10,6,10,10,10,6,10
9356,93,1262,16,10,15,15,16,16,10,15
9357,43,3889,15,15,15,15,15,15,15,15
9358,92,2033,18,18,19,19,18,8,18,18
9359,93,3239,16,15,15,15,15,16,16,16
9360,93,9108,11,11,15,8,11,15,15,15
9361,93,423,1,1,1,1,1,1,1,1
9362,93,6619,4,4,4,18,18,4,18,18
9363,93,8944,18,8,8,18,15,18,18,4
9364,93,790,16,15,15,15,16,16,15,16
9365,93,9914,15,15,16,1,16,16,15,15
9366,93,9635,4,15,4,15,4,6,6,4
9367,74,7556,15,10,15,12,12,12,10,10
9368,93,2443,10,10,16,16,16,15,16,10
9369,50,9816,6,15,6,6,15,6,15,6
9370,32,6852,15,15,15,15,15,15,15,15
9371,93,2869,15,1,8,15,15,8,15,8
9372,93,950,15,15,15,15,15,15,15,15
9373,93,1198,15,1,16,1,1,15,15,1
9374,108,10095,15,15,9,9,16,11,16,9
9375,77,9389,9,9,18,15,15,18,18,9
9376,93,1628,10,6,15,8,8,6,10,6
9377,93,9487,1,1,1,17,17,17,1,1
9378,93,2147,15,18,1,18,15,15,18,1
9379,93,10511,16,1,1,15,1,15,1,15
9380,93,1898,1,1,1,18,1,1,18,1
9381,93,8053,1,10,1,1,1,1,10,10
9382,93,5045,1,1,1,1,1,1,1,1
9383,93,6857,18,1,16,6,18,15,6,1
9384,93,9011,1,15,1,1,1,15,15,15
9385,93,5683,15,15,15,15,15,15,15,15
9386,93,891,1,16,16,16,1,16,16,16
9387,37,8590,19,19,14,14,19,14,19,14
9388,93,8373,15,1,1,12,12,15,15,12
9389,28,5109,15,15,15,15,15,15,15,15
9390,24,10045,15,15,15,15,15,15,15,15
9391,93,7918,15,15,18,18,15,15,16,16
9392,69,10004,14,14,9,4,14,9,9,9
9393,93,5749,5,5,5,5,5,5,5,5
9394,93,9864,8,8,8,8,14,14,8,10
9395,106,977,1,1,1,1,1,1,1,1
9396,108,1068,18,15,15,15,15,8,11,15
9397,81,6375,2,6,6,6,6,2,2,6
9398,93,1464,4,19,19,4,6,19,4,19
9399,93,5818,19,19,19,19,19,19,19,19
9400,77,867,1,1,1,1,1,1,1,1
9401,77,6978,15,16,15,16,15,15,15,16
9402,77,6810,15,15,15,15,15,15,15,15
9403,77,5678,1,1,1,1,1,1,1,1
9404,77,5556,13,1,13,1,13,13,7,1
9405,40,6254,16,16,16,16,1,16,16,1
9406,77,8470,4,6,6,19,19,19,19,19
9407,93,10438,1,1,1,1,1,1,1,1
9408,69,3439,16,16,16,16,15,16,15,16
9409,42,6528,1,8,10,15,10,1,1,1
9410,81,4529,10,1,1,1,1,1,1,1
9411,86,9525,19,19,19,19,19,19,19,19
9412,93,2554,16,15,15,15,15,15,16,16
9413,93,3117,15,15,15,11,15,11,11,11
9414,77,6453,1,15,15,15,15,1,15,1
9415,93,5070,15,15,18,18,18,15,18,18
9416,77,7590,6,9,9,1,9,1,1,9
9417,93,1418,15,1,15,1,1,1,15,15
9418,77,8447,15,15,15,15,15,15,15,15
9419,77,2524,10,6,10,1,6,6,1,6
9420,93,6346,13,1,1,1,13,1,13,13
9421,77,3628,19,14,19,14,8,8,14,19
9422,77,10326,16,16,1,15,16,15,1,1
9423,93,5855,1,5,5,1,5,17,17,17
9424,36,6843,15,15,15,15,15,15,15,15
9425,93,3294,15,15,15,15,15,16,16,15
9426,77,4888,1,10,10,18,18,1,1,10
9427,93,2361,10,1,15,8,10,10,1,8
9428,77,2164,7,13,7,13,1,7,18,18
9429,77,6281,15,10,15,8,8,10,10,10
9430,81,6016,15,15,15,15,15,15,15,15
9431,77,7688,8,19,8,8,19,19,8,8
9432,93,4447,19,4,4,8,8,19,4,19
9433,93,8716,15,15,15,15,15,15,15,15
9434,77,3788,17,17,5,17,5,5,5,17
9435,77,189,10,15,10,10,15,10,15,10
9436,93,5286,15,15,15,15,15,15,15,15
9437,77,10502,15,18,15,15,18,6,6,18
9438,77,280,1,16,16,16,1,1,16,16
9439,77,3231,8,10,8,6,10,6,8,6
9440,77,6976,1,1,1,15,1,15,1,1
9441,77,7456,7,7,13,7,7,7,13,7
9442,77,1218,8,6,6,2,6,2,8,8
9443,77,1175,16,1,16,1,1,16,16,16
9444,77,2685,19,14,19,14,8,8,8,19
9445,77,2950,0,0,5,0,0,0,0,5
9446,77,6833,10,8,8,8,10,8,8,10
9447,77,7031,8,16,16,16,8,8,8,8
9448,77,10392,16,1,16,16,16,1,1,16
9449,77,1933,18,7,7,7,7,1,1,18
9450,93,6233,15,15,10,10,15,15,15,1
9451,99,8186,15,15,15,15,15,15,15,15
9452,93,2488,15,11,11,15,11,15,15,15
9453,76,3974,9,9,9,9,9,9,9,9
9454,77,9039,15,16,15,15,15,15,16,15
9455,77,8919,8,8,8,8,8,8,8,8
9456,77,4938,16,1,1,16,16,1,1,1
9457,77,5330,1,1,1,1,1,1,1,1
9458,77,9994,1,15,15,15,10,1,15,1
9459,77,10390,8,8,8,10,15,10,15,10
9460,93,3695,10,15,10,10,10,15,15,10
9461,77,10233,13,1,1,13,4,1,1,1
9462,88,934,19,19,1,1,19,4,4,4
9463,77,10451,10,12,10,12,15,10,12,10
9464,77,5504,15,15,15,8,15,19,15,15
9465,77,1755,18,4,13,13,13,18,4,13
9466,51,8889,1,1,1,1,1,1,1,1
9467,93,3745,5,5,5,5,5,5,5,5
9468,77,1412,15,15,15,15,15,15,15,15
9469,85,2183,15,5,5,5,5,5,15,5
9470,46,6587,4,15,15,15,4,4,4,15
9471,77,6849,15,15,15,15,15,15,15,15
9472,93,2206,5,5,5,5,5,5,5,5
9473,113,2564,15,15,15,15,15,10,10,15
9474,50,4013,15,15,15,15,15,15,15,15
9475,77,6257,8,15,15,8,10,10,8,8
9476,77,6951,1,15,15,15,1,15,15,15
9477,77,120,15,15,15,15,15,15,15,15
9478,77,328,1,1,1,1,1,1,1,1
9479,77,9294,8,19,19,2,2,19,8,19
9480,77,2296,15,14,10,15,8,15,14,14
9481,93,8366,12,14,10,10,15,10,10,10
9482,93,7752,1,2,1,1,1,2,1,19
9483,77,7357,5,5,5,5,5,5,5,5
9484,77,2460,15,15,15,15,15,15,15,15
9485,77,8424,2,19,2,2,2,19,1,2
9486,77,5121,1,1,1,1,1,1,1,1
9487,77,862,1,1,1,1,1,1,1,1
9488,77,8870,6,2,7,8,6,2,2,12
9489,77,9572,16,15,1,1,1,1,16,1
9490,93,4785,1,17,1,1,15,1,17,15
9491,101,8403,15,8,8,16,15,19,15,8
9492,77,2635,16,16,15,16,16,16,16,16
9493,93,3110,15,15,15,15,15,15,15,15
9494,77,7800,13,1,13,13,1,13,1,1
9495,77,1604,19,1,19,1,19,1,1,1
9496,93,6069,8,8,8,8,8,15,15,15
9497,81,4548,9,9,9,9,19,9,9,9
9498,77,8368,15,17,1,15,17,1,15,1
9499,77,772,8,10,15,10,10,15,10,8
9500,77,8810,4,4,7,4,4,18,7,18
9501,77,2145,19,19,4,4,19,8,19,8
9502,77,1649,15,1,15,15,1,15,15,1
9503,93,6024,1,1,1,1,15,15,1,15
9504,93,5936,10,1,8,8,10,6,10,8
9505,77,5755,18,18,8,6,8,8,8,18
9506,77,6271,13,13,13,6,13,1,1,6
9507,77,1843,15,15,15,15,15,15,15,15
9508,77,7765,1,1,1,1,1,1,1,1
9509,38,8936,1,1,1,16,16,16,16,1
9510,93,9010,8,8,15,15,8,15,15,8
9511,93,3210,15,15,15,15,15,15,15,16
9512,81,4496,16,6,16,6,16,6,15,6
9513,77,9771,7,1,7,7,1,18,13,7
9514,77,4428,1,15,15,15,1,1,15,15
9515,77,344,6,6,6,8,8,8,18,18
9516,77,2016,14,15,8,14,15,8,15,14
9517,77,1025,4,2,4,4,4,2,2,8
9518,77,3006,15,16,1,1,15,1,16,15
9519,77,3185,15,15,15,15,15,15,15,15
9520,77,3397,7,4,1,13,13,13,1,1
9521,93,3878,15,15,15,15,15,15,15,15
9522,35,2186,18,9,18,18,9,18,18,9
9523,93,4576,15,15,15,15,15,15,15,15
9524,93,9060,15,15,15,15,15,15,15,15
9525,77,4997,19,19,19,19,19,19,19,19
9526,93,1814,15,15,15,15,15,15,15,15
9527,77,7866,1,1,1,1,1,1,1,1
9528,77,10351,15,15,16,15,16,15,4,16
9529,77,6392,1,1,4,1,4,15,15,1
9530,36,9209,15,19,14,19,14,15,15,15
9531,110,7121,15,15,10,10,15,15,16,16
9532,77,9607,15,1,1,15,15,15,1,15
9533,77,6376,1,6,1,6,4,6,4,4
9534,77,6631,1,1,1,1,1,1,1,1
9535,77,8300,1,1,1,1,1,1,1,1
9536,77,7886,15,14,15,4,4,4,14,14
9537,77,7877,4,1,16,16,1,16,16,16
9538,77,1053,19,19,19,19,19,19,19,19
9539,77,8983,15,15,15,15,15,15,15,15
9540,77,516,5,5,5,5,5,5,5,5
9541,77,4156,5,5,5,5,5,5,5,5
9542,77,3266,6,6,2,19,19,8,6,8
9543,81,8263,6,15,6,6,15,15,6,15
9544,77,6835,15,13,13,16,13,15,16,17
9545,93,3018,16,1,16,16,16,1,1,16
9546,93,900,15,15,15,15,15,15,15,15
9547,98,1626,15,12,12,15,10,15,15,12
9548,77,1472,15,6,15,6,15,15,6,15
9549,77,2311,6,15,15,15,10,8,8,15
9550,77,2619,7,1,1,1,13,13,7,1
9551,93,7802,5,5,5,5,5,5,5,5
9552,77,6524,6,8,10,10,10,10,6,6
9553,77,2637,18,2,18,6,2,2,4,6
9554,77,2930,5,15,5,11,11,5,5,11
9555,93,10096,15,15,15,15,8,15,8,8
9556,77,6048,1,1,1,1,1,1,1,1
9557,77,8008,1,1,1,1,1,1,1,15
9558,93,6077,15,15,15,15,15,15,15,15
9559,27,10205,15,18,15,11,15,11,11,15
9560,65,1046,8,8,8,8,14,8,15,15
9561,77,4044,15,8,8,15,8,15,8,15
9562,93,3112,1,1,1,1,1,1,1,1
9563,73,5152,15,15,15,15,15,15,15,15
9564,93,1765,16,15,15,15,15,15,15,15
9565,77,4374,5,5,5,5,5,5,5,5
9566,63,1134,15,11,6,11,8,15,6,11
9567,77,1538,1,1,1,1,1,1,1,1
9568,35,2335,15,11,11,15,15,15,15,15
9569,93,181,15,15,15,15,15,15,15,15
9570,77,179,18,18,4,4,7,14,18,13
9571,93,9489,15,1,1,15,15,15,1,15
9572,77,5276,1,6,8,6,1,1,1,6
9573,77,5516,1,14,14,14,1,1,1,1
9574,77,9270,6,6,6,6,6,1,1,6
9575,77,1813,4,6,4,1,6,4,6,6
9576,77,8163,15,15,15,15,15,15,15,15
9577,77,7804,1,16,4,16,16,15,15,16
9578,77,10240,15,8,10,8,6,10,8,6
9579,77,9626,1,1,1,1,15,1,1,1
9580,93,5264,10,15,8,10,15,8,8,10
9581,77,8558,15,15,15,15,15,15,15,15
9582,106,747,1,16,9,1,9,1,9,6
9583,77,6758,1,1,1,1,1,1,1,1
9584,77,7744,18,7,7,4,18,7,18,7
9585,93,8549,15,1,1,1,1,15,15,15
9586,77,1496,8,8,8,6,8,6,8,8
9587,93,2707,15,15,16,16,16,15,15,15
9588,93,4046,6,15,15,15,6,6,10,6
9589,77,8867,14,14,4,4,14,8,8,4
9590,77,715,13,1,7,13,1,1,1,13
9591,67,8529,15,1,15,1,1,1,1,15
9592,79,8775,15,11,15,15,11,15,14,14
9593,78,6676,6,6,15,15,10,15,16,6
9594,77,4228,15,16,15,15,16,16,16,16
9595,77,8547,1,1,1,18,1,1,18,1
9596,77,4101,10,8,1,8,1,6,8,8
9597,77,2486,15,15,15,15,15,15,15,15
9598,93,8375,15,15,14,15,15,8,15,8
9599,93,2947,15,15,8,15,4,4,4,8
9600,36,3360,4,17,4,4,17,17,17,4
9601,77,9669,1,13,13,1,13,1,13,1
9602,77,6715,1,1,1,1,1,1,1,1
9603,41,536,9,9,9,9,9,9,9,9
9604,77,1117,4,4,8,4,15,4,14,16
9605,65,3119,16,18,18,16,18,16,18,18
9606,77,9128,15,15,15,15,15,15,15,15
9607,81,3636,6,10,6,10,6,10,6,10
9608,77,4923,1,1,1,1,1,1,1,1
9609,77,10120,13,13,13,15,15,13,13,15
9610,77,6384,15,15,15,15,15,15,15,15
9611,77,5541,15,15,17,17,15,10,15,15
9612,41,855,13,4,13,4,13,13,4,13
9613,98,3472,1,1,9,9,1,9,9,9
9614,93,3828,1,15,1,16,16,16,4,16
9615,107,5072,14,14,14,14,14,14,14,14
9616,77,8666,15,15,15,15,15,15,15,15
9617,77,7086,15,16,15,16,16,15,15,15
9618,93,2902,13,18,18,18,18,18,13,18
9619,77,1825,14,19,15,19,14,14,15,19
9620,77,4121,6,6,6,6,6,15,6,6
9621,93,8240,8,15,15,10,8,10,15,8
9622,93,4153,5,5,5,5,5,5,5,5
9623,77,10508,11,11,11,15,15,15,15,15
9624,93,3765,11,11,11,15,11,11,15,15
9625,77,1095,1,8,1,8,8,1,1,8
9626,93,5490,15,15,15,15,15,15,15,15
9627,77,1160,10,10,8,15,15,15,10,14
9628,77,2407,19,8,8,8,19,8,19,6
9629,73,1105,15,15,6,16,16,10,6,16
9630,77,6059,1,15,1,1,1,15,1,15
9631,93,2834,1,1,15,1,16,16,1,16
9632,77,8062,15,15,15,15,15,15,15,15
9633,77,6517,2,1,18,1,2,2,1,2
9634,77,3563,5,5,5,5,5,5,5,5
9635,93,7887,1,16,11,15,15,15,1,16
9636,77,2954,16,16,15,4,4,16,15,4
9637,55,5391,13,17,1,17,17,1,7,1
9638,77,8494,1,4,16,16,1,16,16,16
9639,97,2374,15,11,11,15,15,11,15,11
9640,77,6792,8,8,10,14,8,14,14,15
9641,77,4461,19,19,19,19,19,19,19,19
