,Year,Title,0,1,2,3,4,5,6,7,8,9
7551,107,3209,12,12,4,12,11,18,11,11,11,11
7552,102,1397,18,18,18,18,18,1,1,1,1,1
7553,101,8387,12,7,12,7,7,12,7,12,7,12
7554,107,6947,15,7,15,15,9,9,15,7,15,15
7555,24,9294,9,9,9,7,7,7,9,7,9,9
7556,36,8520,0,0,12,12,0,12,0,12,12,12
7557,107,7952,10,10,10,10,10,10,10,10,10,10
7558,36,6724,4,17,17,13,8,13,8,17,17,8
7559,36,3488,12,12,12,12,12,12,12,12,12,12
7560,107,8697,7,7,7,12,7,15,7,12,15,12
7561,107,2028,8,8,17,17,17,17,17,17,17,17
7562,36,5079,7,4,19,7,4,7,4,7,19,15
7563,36,1112,15,15,0,15,0,0,0,0,15,15
7564,36,3570,13,3,17,7,13,3,7,17,17,13
7565,36,5760,0,12,12,12,12,0,0,12,12,0
7566,24,1022,1,19,11,11,11,11,1,18,11,19
7567,107,9413,10,10,10,10,10,10,10,10,10,10
7568,107,3611,12,12,12,1,1,12,19,1,1,19
7569,107,643,17,13,17,13,17,13,17,13,17,8
7570,36,6533,13,11,11,9,7,9,13,13,11,11
7571,36,4452,15,15,12,15,15,15,15,12,15,15
7572,107,5279,0,0,15,0,0,0,15,15,15,0
7573,107,5621,12,15,12,15,15,12,12,15,15,12
7574,36,7908,12,12,12,12,12,12,12,12,12,12
7575,107,6149,12,12,9,12,12,12,9,12,9,9
7576,36,2970,1,1,18,18,1,18,12,12,12,18
7577,125,3633,12,12,12,12,12,12,12,12,12,12
7578,112,5072,8,13,13,13,13,13,8,13,8,8
7579,107,7448,7,7,7,7,7,7,7,7,7,7
7580,36,9543,11,4,11,4,13,13,4,11,11,4
7581,61,5571,10,10,10,10,10,10,10,10,10,10
7582,107,1442,10,10,10,10,10,10,10,10,10,10
7583,42,5066,1,18,12,18,1,18,18,12,12,8
7584,113,6148,12,12,12,12,10,12,10,10,12,12
7585,36,6398,12,12,12,12,12,12,12,12,12,12
7586,36,8120,8,8,8,12,8,4,12,4,12,8
7587,36,4727,12,11,1,1,11,11,18,12,12,12
7588,36,5241,15,15,19,15,19,15,15,19,15,15
7589,36,725,7,15,7,15,7,17,11,11,15,17
7590,107,8296,12,12,12,12,12,12,12,12,12,12
7591,24,2780,12,12,12,12,12,12,12,12,12,12
7592,36,5842,4,19,19,4,4,4,15,4,19,19
7593,120,1557,12,12,12,12,12,12,12,12,12,12
7594,36,9528,15,15,15,15,15,15,15,15,15,15
7595,75,3055,10,10,10,10,10,10,10,10,10,10
7596,36,383,0,15,0,15,15,0,0,15,0,15
7597,36,8590,11,11,10,11,10,10,10,11,10,10
7598,36,8468,7,7,7,7,9,9,9,7,7,9
7599,36,8485,9,9,13,15,13,15,3,13,7,9
7600,24,2349,10,10,10,10,10,10,10,10,10,10
7601,24,7933,1,15,15,17,1,15,1,1,1,1
7602,107,9470,4,16,4,16,15,4,4,15,16,4
7603,36,4235,7,7,7,7,15,15,15,15,15,15
7604,36,9065,15,15,15,12,0,12,12,12,0,0
7605,36,6173,12,12,12,12,12,12,12,12,12,12
7606,36,168,13,7,7,19,13,8,8,13,13,8
7607,37,1691,17,17,11,11,17,19,19,17,17,17
7608,36,4283,11,7,3,7,7,17,3,17,7,11
7609,36,2339,0,17,17,17,0,0,12,12,17,17
7610,107,6845,9,9,9,7,9,13,13,9,9,13
7611,36,2949,15,15,15,15,15,15,15,15,15,15
7612,36,284,12,12,12,12,12,12,12,12,12,12
7613,107,1523,12,12,12,12,12,12,12,12,12,12
7614,113,8174,13,13,13,13,13,13,13,13,13,13
7615,36,6043,13,13,13,15,13,13,15,15,13,13
7616,36,1927,7,12,7,12,12,19,12,12,7,19
7617,107,3998,11,12,12,15,12,12,15,15,15,15
7618,107,5419,12,12,12,12,12,7,12,7,7,7
7619,36,8410,18,11,1,18,11,7,18,11,12,7
7620,36,580,7,11,11,19,16,11,7,19,13,7
7621,107,4827,12,12,12,12,15,0,0,12,15,0
7622,107,2880,10,10,10,10,10,10,10,10,10,10
7623,107,7520,15,15,15,15,15,15,12,12,12,12
7624,107,3767,15,15,15,15,15,15,15,15,15,15
7625,36,440,3,3,13,4,3,19,13,13,19,4
7626,84,258,12,15,12,12,12,12,15,15,15,15
7627,36,2899,7,19,11,11,7,7,11,11,11,7
7628,107,9488,12,12,12,12,12,12,12,12,12,12
7629,36,225,12,12,12,12,12,12,12,12,12,12
7630,36,4968,12,12,12,12,12,12,12,12,12,12
7631,36,2141,7,11,7,7,7,16,19,16,19,16
7632,36,9549,0,15,0,15,0,15,12,15,0,15
7633,36,1477,17,12,17,7,11,12,12,17,7,17
7634,36,9341,15,15,15,15,15,15,15,15,15,15
7635,107,7195,7,13,9,7,13,13,9,7,7,7
7636,109,1891,12,12,1,15,1,12,15,1,12,15
7637,36,8187,12,12,12,12,12,12,12,12,12,12
7638,36,7637,9,12,12,12,9,9,9,12,12,12
7639,36,4708,18,3,18,18,3,11,12,18,18,1
7640,24,3293,10,10,10,10,10,10,10,10,10,10
7641,36,7490,9,12,12,9,12,12,12,12,9,9
7642,107,7871,10,10,10,10,10,10,10,10,10,10
7643,36,7968,0,11,0,0,12,11,12,11,12,12
7644,36,2198,11,4,17,17,17,11,15,17,4,11
7645,36,8077,9,13,14,9,9,14,9,13,14,15
7646,36,3183,7,7,19,7,16,16,7,11,13,19
7647,36,4853,15,15,0,0,15,15,12,12,0,15
7648,36,7186,0,15,15,0,15,15,15,0,15,0
7649,36,4280,12,9,9,12,9,9,12,12,9,12
7650,36,3849,12,1,18,1,12,1,12,18,18,18
7651,36,3861,8,8,8,8,8,8,8,8,8,8
7652,25,8633,16,15,16,7,16,16,15,16,15,7
7653,146,7347,1,1,1,1,1,12,12,1,12,12
7654,36,1881,18,1,18,12,12,12,1,1,12,12
7655,36,7389,0,12,0,12,12,12,0,12,12,12
7656,107,364,12,15,15,15,12,15,12,12,15,15
7657,36,2987,13,7,9,9,13,13,13,9,9,13
7658,107,8002,13,15,9,13,9,9,9,9,15,9
7659,36,2088,12,12,12,12,12,12,12,12,12,12
7660,79,803,15,15,15,15,15,15,15,15,15,15
7661,107,7587,7,19,19,7,13,19,13,13,19,13
7662,36,3238,15,13,7,19,15,7,19,15,19,13
7663,36,5302,12,12,12,12,12,12,12,12,12,12
7664,36,8142,12,12,12,12,12,12,12,12,12,12
7665,36,9438,15,15,15,15,15,15,15,15,15,15
7666,36,5897,12,9,12,12,9,7,12,9,9,7
7667,107,9126,12,12,12,12,12,12,12,12,12,12
7668,36,1553,8,8,8,13,3,3,8,8,8,13
7669,36,2980,12,12,12,12,12,12,12,12,12,12
7670,107,1718,13,8,8,8,8,13,13,8,8,13
7671,36,6802,8,8,8,12,8,12,8,12,8,8
7672,36,3203,19,0,15,19,0,19,0,0,19,0
7673,107,7147,15,15,15,15,15,15,15,15,15,15
7674,107,1724,8,8,8,8,8,8,8,8,8,8
7675,36,6088,15,15,13,15,13,13,13,15,13,15
7676,36,4584,15,11,13,15,11,15,7,13,11,11
7677,36,5128,10,10,10,10,10,10,10,10,10,10
7678,36,9205,15,15,15,15,15,15,15,15,15,15
7679,36,3290,7,7,7,7,11,17,7,7,11,17
7680,113,1683,13,8,13,13,8,13,8,13,13,8
7681,107,4529,0,13,13,0,0,0,13,0,13,0
7682,36,8295,12,11,11,12,12,11,12,12,12,11
7683,36,4205,8,8,13,13,7,9,8,9,13,7
7684,36,8223,10,2,10,2,10,10,10,2,10,2
7685,36,1763,12,12,12,12,12,12,12,12,12,12
7686,36,2063,13,8,8,8,8,8,8,13,8,8
7687,36,3126,3,3,13,19,19,3,19,3,19,3
7688,36,4168,15,15,15,15,15,15,15,15,15,15
7689,107,9307,15,15,15,15,15,15,15,15,15,15
7690,107,7644,15,15,15,13,13,15,13,13,13,15
7691,36,4520,1,11,11,11,11,1,11,1,1,11
7692,120,9595,15,15,15,15,0,0,15,0,15,0
7693,51,9208,19,11,19,3,19,3,7,3,19,19
7694,36,3000,15,13,15,15,13,13,13,15,14,14
7695,36,6856,15,15,15,15,15,15,15,15,15,15
7696,36,838,13,13,15,15,15,15,13,15,13,13
7697,36,3863,15,15,15,15,15,15,15,15,15,15
7698,36,2649,15,15,15,15,15,15,15,15,15,15
7699,36,3234,4,13,4,8,8,4,8,13,8,4
7700,36,3503,7,13,13,7,13,13,13,13,13,7
7701,36,4278,7,7,0,7,7,0,15,15,0,7
7702,36,943,12,15,15,12,15,12,12,15,12,12
7703,36,7481,12,15,15,19,15,15,15,12,15,19
7704,36,9174,15,12,0,12,12,15,12,0,15,0
7705,49,1779,12,12,12,12,12,12,12,12,12,12
7706,36,7436,8,19,8,8,19,19,8,19,19,8
7707,36,3358,15,15,15,15,15,15,15,15,15,15
7708,137,6466,7,7,15,15,7,7,15,7,15,7
7709,91,4212,10,10,10,10,10,10,10,10,10,10
7710,36,8524,7,19,19,19,15,7,7,3,19,19
7711,36,4424,12,15,2,2,2,2,12,15,15,15
7712,36,2237,4,8,13,13,19,8,8,8,8,4
7713,107,4581,15,15,15,15,15,15,15,15,15,15
7714,36,3838,15,15,15,15,15,15,15,15,15,15
7715,36,1318,15,13,15,13,13,15,13,13,13,15
7716,36,5734,13,13,15,13,15,15,15,13,15,13
7717,125,5287,7,7,16,16,7,13,7,7,13,13
7718,36,640,7,11,7,11,11,11,11,7,11,7
7719,36,2528,13,19,9,19,19,19,19,19,13,19
7720,36,5468,15,15,15,15,15,15,15,15,15,15
7721,36,2661,12,12,15,15,15,12,12,12,15,12
7722,36,8532,13,15,15,15,15,13,15,15,15,13
7723,36,2527,8,8,8,8,8,8,8,8,8,8
7724,36,2322,15,15,15,15,15,15,15,15,15,15
7725,36,9289,13,11,12,13,13,13,13,12,11,11
7726,36,2050,15,13,7,7,13,4,7,15,4,7
7727,36,8755,15,9,9,9,15,9,9,15,13,9
7728,36,2164,15,15,15,15,15,15,15,15,15,15
7729,36,2443,12,12,0,12,12,12,0,0,12,12
7730,36,5407,9,7,9,7,9,13,9,9,9,13
7731,36,3958,7,7,7,1,7,7,7,1,9,9
7732,36,8105,10,10,10,10,10,10,10,10,10,10
7733,36,7819,1,3,12,12,11,12,17,3,11,17
7734,36,4358,12,12,9,9,12,12,9,12,7,7
7735,36,4043,15,15,15,15,15,15,15,15,15,15
7736,36,2992,13,7,15,9,9,13,15,15,13,9
7737,36,1407,4,7,1,1,1,3,1,3,7,1
7738,113,5108,10,10,10,10,10,10,10,10,10,10
7739,36,6391,15,15,15,15,15,15,15,15,15,15
7740,36,4907,10,10,10,10,10,10,10,10,10,10
7741,36,7701,15,4,15,15,18,15,15,4,15,18
7742,36,5277,7,15,7,15,17,17,17,15,7,7
7743,36,1291,12,12,12,12,12,12,12,12,12,12
7744,36,8012,10,10,10,10,10,10,10,10,10,10
7745,101,2625,11,9,15,11,15,15,15,9,9,9
7746,36,6743,12,15,12,15,15,15,15,12,15,15
7747,36,713,0,0,15,0,0,0,0,15,0,0
7748,36,8607,18,2,2,18,12,12,12,2,2,2
7749,36,1351,15,0,15,0,17,11,0,0,17,15
7750,36,1084,16,16,16,15,15,16,15,16,15,16
7751,36,5280,15,13,15,12,15,12,13,15,13,13
7752,125,5246,12,1,19,19,19,19,1,12,12,19
7753,24,1481,15,2,2,2,0,15,2,2,2,15
7754,24,8129,2,12,2,0,2,12,18,2,12,2
7755,107,2264,7,7,7,17,17,7,15,7,15,7
7756,36,1447,12,12,12,12,12,12,12,12,12,12
7757,36,6113,15,15,15,15,15,15,15,15,15,15
7758,113,4541,12,0,0,0,12,12,0,0,0,0
7759,144,6949,1,1,1,12,11,12,12,18,11,11
7760,125,4187,1,17,1,11,12,12,18,11,12,18
7761,36,4062,12,12,12,3,12,12,1,1,3,1
7762,36,2521,18,1,1,1,18,15,12,15,1,15
7763,36,6376,15,15,15,15,7,7,15,7,15,15
7764,51,2546,7,14,9,7,14,7,9,9,14,7
7765,51,1255,7,7,7,11,7,11,7,11,11,7
7766,105,2287,2,18,18,18,2,2,2,2,2,18
7767,51,2881,7,11,15,15,11,15,13,7,19,13
7768,51,5949,11,3,9,9,9,3,11,11,9,11
7769,51,5722,13,3,15,3,15,7,7,3,13,7
7770,36,4388,13,12,7,4,9,7,11,7,12,12
7771,36,4105,15,15,13,15,15,15,13,13,13,13
7772,36,3907,15,12,12,15,15,15,15,15,12,12
7773,36,4494,12,12,0,12,12,0,0,12,12,0
7774,36,3967,11,13,3,3,3,3,7,11,13,3
7775,36,4348,15,15,15,15,15,15,12,15,12,15
7776,36,450,15,15,15,13,13,15,13,13,13,13
7777,36,5375,7,13,19,13,13,8,13,19,13,19
7778,57,9230,12,0,15,0,15,15,12,15,12,12
7779,36,8907,1,12,1,12,1,12,1,12,1,1
7780,36,6306,13,13,12,13,13,13,13,13,13,13
7781,36,4471,12,12,12,12,12,12,12,12,12,12
7782,36,1770,17,15,17,17,17,15,12,17,17,17
7783,51,6186,13,15,13,15,15,13,13,7,15,9
7784,116,2571,10,10,10,10,10,10,10,10,10,10
7785,36,8275,10,10,10,10,10,10,10,10,10,10
7786,51,3662,12,12,2,12,12,2,2,2,2,2
7787,36,6716,15,15,15,15,15,15,15,15,15,15
7788,36,5167,15,15,15,15,15,15,15,15,15,15
7789,113,8158,8,12,8,8,12,8,8,8,12,12
7790,51,4506,3,7,7,3,7,7,17,8,8,8
7791,51,7787,7,15,7,15,7,15,15,15,7,7
7792,51,4028,9,13,9,13,9,13,9,9,9,13
7793,107,5032,15,15,15,15,15,15,15,15,15,15
7794,36,3079,13,13,7,7,7,13,7,13,7,13
7795,113,5036,12,12,12,12,12,12,12,12,12,12
7796,107,4984,15,13,15,15,15,15,13,15,13,15
7797,24,1892,15,15,15,15,15,15,15,15,15,15
7798,36,1719,19,8,13,13,19,8,13,13,8,13
7799,36,4623,13,15,13,15,13,13,13,7,13,7
7800,51,6286,7,16,7,16,7,15,16,11,7,16
7801,36,1843,15,15,15,15,15,15,15,16,16,16
7802,36,5367,12,15,12,15,15,12,12,12,15,15
7803,51,2178,7,12,9,7,12,9,9,7,12,7
7804,36,456,8,13,13,8,13,13,13,8,13,13
7805,95,6599,17,17,11,18,11,1,17,17,12,17
7806,36,2369,8,8,8,8,8,8,8,8,8,8
7807,51,7466,7,7,13,13,19,13,7,7,13,13
7808,51,6462,15,8,13,13,13,13,13,8,15,8
7809,36,8470,12,12,12,12,12,12,12,12,12,12
7810,36,8457,0,15,0,0,15,15,15,0,0,15
7811,36,1703,10,10,10,10,10,10,10,10,10,10
7812,75,2699,10,10,10,12,12,10,12,12,10,12
7813,51,809,7,9,7,13,4,4,7,9,4,9
7814,51,3384,0,15,15,15,0,15,0,0,15,0
7815,36,6815,12,12,12,12,12,12,12,12,12,12
7816,23,5923,15,15,17,15,15,15,15,17,15,15
7817,36,9151,18,15,15,18,15,18,18,18,15,15
7818,51,8757,15,15,0,15,0,0,15,12,0,12
7819,107,8525,2,15,15,15,2,2,15,15,2,15
7820,51,6147,11,3,3,3,3,3,19,3,12,11
7821,36,1688,15,15,15,0,0,15,15,15,0,15
7822,109,4025,17,18,18,17,17,18,17,17,17,17
7823,118,1753,19,8,19,8,19,19,8,8,19,8
7824,51,5636,17,7,7,13,13,13,7,7,7,7
7825,113,6826,15,15,15,15,15,15,15,15,15,15
7826,113,4718,2,12,12,2,12,12,12,12,12,12
7827,107,6019,12,2,2,12,12,2,12,2,2,12
7828,107,9353,12,12,9,9,12,9,12,9,12,9
7829,123,3579,16,16,10,16,10,16,10,16,16,10
7830,118,9336,15,12,15,12,12,15,15,15,15,12
7831,107,1366,12,12,12,12,12,12,12,12,12,12
7832,107,6711,11,11,8,11,8,7,7,7,7,11
7833,107,7429,9,5,5,9,9,13,5,9,9,13
7834,123,8269,18,1,18,18,18,18,18,1,18,18
7835,51,4423,13,13,15,15,13,13,13,15,15,13
7836,51,1031,12,12,12,12,12,12,12,12,12,12
7837,51,3554,17,3,1,2,1,17,3,2,17,17
7838,36,5952,12,12,12,12,12,12,12,12,12,12
7839,51,6354,7,7,13,7,13,16,16,7,13,7
7840,50,3050,12,9,9,9,12,9,12,9,9,12
7841,51,7694,7,12,0,7,0,0,0,12,7,7
7842,51,5916,3,3,11,19,11,7,11,11,7,19
7843,36,7956,15,15,15,15,15,12,12,15,15,12
7844,36,9399,13,15,13,13,13,15,13,15,13,15
7845,51,8923,12,7,9,12,12,9,7,12,12,9
7846,51,335,12,15,15,12,12,12,15,12,15,15
7847,51,3578,13,13,19,19,7,7,19,7,7,7
7848,36,8013,13,13,15,13,15,15,15,15,13,15
7849,107,4555,15,7,11,7,7,15,11,15,11,7
7850,36,4618,10,10,10,10,10,10,10,10,10,10
7851,36,6386,0,12,0,12,12,12,0,0,0,12
7852,36,8177,12,15,0,12,0,0,15,15,0,15
7853,51,9104,7,3,3,7,17,3,7,7,7,3
7854,36,5856,15,15,15,15,15,15,15,15,15,15
7855,51,379,19,7,12,12,7,19,7,19,19,19
7856,36,3192,8,8,8,8,8,8,8,8,8,8
7857,51,760,12,12,12,12,12,12,12,12,12,12
7858,36,3130,7,9,9,9,7,9,7,7,9,7
7859,51,2958,8,19,13,19,12,12,13,19,12,8
7860,36,5589,15,15,12,15,12,15,12,15,12,15
7861,51,1124,12,12,12,12,12,12,12,12,12,12
7862,51,6068,4,4,4,13,13,4,13,4,13,13
7863,75,6271,15,15,15,0,15,0,0,15,0,0
7864,36,5814,13,7,13,7,7,13,13,7,7,13
7865,51,589,12,11,11,11,17,12,12,12,11,12
7866,51,3420,13,3,3,7,19,3,19,19,3,3
7867,36,1095,12,12,15,15,12,12,15,12,15,12
7868,36,6854,10,10,10,10,10,10,10,10,10,10
7869,36,5471,10,10,10,10,10,10,10,10,10,10
7870,36,7348,0,12,12,12,0,0,0,12,12,0
7871,107,1777,1,1,17,7,17,1,1,1,7,17
7872,67,2848,19,13,19,13,19,19,19,13,19,13
7873,51,9411,12,0,0,12,0,0,12,12,0,0
7874,51,8880,12,12,12,12,12,12,12,12,12,12
7875,51,4322,15,15,15,15,15,15,15,15,15,15
7876,51,5283,13,13,9,13,13,7,9,7,7,7
7877,51,9408,8,3,8,12,12,3,3,8,12,8
7878,121,9308,13,13,13,15,15,15,13,13,15,13
7879,36,3227,12,0,0,0,0,12,0,12,0,12
7880,113,7586,12,12,12,12,15,15,15,12,12,12
7881,51,5037,12,12,12,12,12,12,12,12,12,12
7882,112,9469,10,10,10,10,10,10,10,10,10,10
7883,51,1402,7,7,12,19,7,12,19,19,3,7
7884,51,2370,7,7,11,7,11,15,11,7,15,15
7885,36,6451,4,19,19,19,4,4,4,19,4,19
7886,36,9372,19,15,15,15,17,19,19,15,17,17
7887,51,4495,11,1,11,12,1,18,18,12,18,1
7888,51,5455,8,7,3,8,19,8,19,3,7,8
7889,51,9024,4,8,4,13,4,13,8,8,13,13
7890,36,258,12,15,12,12,12,15,12,9,15,12
7891,107,6110,13,15,13,15,13,15,15,13,13,15
7892,36,3368,15,0,15,15,0,15,15,15,0,0
7893,51,1089,12,12,12,12,12,12,12,12,12,12
7894,51,8818,15,12,0,0,0,0,0,12,12,15
7895,51,8982,13,7,15,13,15,13,13,13,7,13
7896,87,503,1,7,1,1,1,1,1,1,1,7
7897,51,3869,12,15,15,15,12,15,15,12,15,15
7898,51,6705,12,15,12,15,12,12,15,15,12,12
7899,51,2707,3,1,11,3,1,11,18,11,3,11
7900,36,4923,15,12,15,15,12,15,15,15,12,15
7901,85,1228,11,1,7,18,7,18,1,11,7,11
7902,101,1837,11,1,18,11,18,1,11,11,7,11
7903,113,5338,17,7,17,7,7,17,17,1,17,17
7904,42,3858,18,18,7,7,18,18,18,1,1,1
7905,123,923,1,19,19,1,11,11,13,13,19,7
7906,51,5809,18,7,1,18,18,18,7,11,7,7
7907,79,2739,1,2,1,1,2,17,1,17,17,17
7908,24,6518,15,15,15,15,15,15,15,15,15,15
7909,123,5303,19,7,11,7,1,1,7,1,1,11
7910,103,3481,11,11,1,1,11,11,18,1,11,1
7911,51,2118,12,12,15,12,0,0,12,0,12,0
7912,51,3113,12,12,12,12,12,12,12,12,12,12
7913,51,4299,17,17,8,17,17,7,7,7,13,7
7914,36,5011,10,10,10,10,10,10,10,10,10,10
7915,51,5629,3,2,12,3,15,3,15,12,12,3
7916,51,7540,12,12,0,12,15,15,0,12,12,0
7917,24,1782,12,18,17,12,17,1,1,12,1,1
7918,112,1199,12,11,12,12,11,18,1,12,12,11
7919,112,6717,12,1,12,2,12,12,2,1,2,1
7920,51,5931,12,17,17,12,12,17,17,12,12,12
7921,51,2070,0,15,0,0,15,0,0,15,15,15
7922,52,276,1,11,1,11,11,11,7,11,11,1
7923,80,5012,11,7,11,11,1,11,1,7,7,7
7924,52,8735,11,7,11,7,7,11,7,7,7,7
7925,114,2026,7,11,11,1,11,7,1,11,1,11
7926,51,3222,13,9,13,15,13,15,13,9,13,9
7927,51,1967,11,3,3,7,3,19,3,19,19,7
7928,114,778,1,1,11,11,11,11,7,1,7,17
7929,51,7140,11,1,11,11,11,12,1,1,1,1
7930,51,4820,17,17,17,15,15,15,15,17,17,15
7931,51,6225,15,13,9,15,9,9,13,9,13,9
7932,113,7646,15,15,15,15,15,15,15,15,15,15
7933,113,4725,8,8,8,8,8,8,8,8,8,8
7934,79,5971,1,18,1,1,1,1,1,1,1,18
7935,36,6874,12,13,13,13,13,12,13,13,13,12
7936,51,4074,11,11,11,11,11,11,11,11,11,11
7937,51,4616,19,19,12,19,12,12,12,19,12,12
7938,26,6315,18,4,2,4,4,4,2,2,4,18
7939,51,9198,12,12,12,12,12,12,12,12,12,12
7940,36,2090,9,9,13,9,13,13,9,13,9,13
7941,144,4243,1,1,11,7,11,1,11,1,1,7
7942,144,8373,1,11,11,1,7,11,7,7,1,11
7943,24,4234,7,7,19,7,13,7,13,19,19,19
7944,50,7271,17,15,17,17,17,15,15,15,15,15
7945,137,6870,17,12,12,17,0,17,17,12,12,0
7946,54,7889,18,1,12,12,18,18,1,18,18,18
7947,51,624,0,12,17,12,0,17,0,12,12,0
7948,51,5335,13,7,7,19,13,19,19,13,7,19
7949,51,3107,15,12,12,12,12,15,15,15,15,12
7950,36,397,12,12,12,12,12,12,12,12,12,12
7951,123,5431,7,11,1,11,1,1,11,11,1,11
7952,114,4184,1,7,7,1,7,1,11,7,7,11
7953,79,5583,11,1,7,7,7,11,7,11,7,11
7954,36,7794,15,15,15,15,15,15,15,15,15,15
7955,51,7008,11,11,11,7,3,7,7,3,3,3
7956,118,9253,15,15,15,15,15,15,15,15,15,15
7957,51,5166,12,12,12,12,12,12,12,12,12,12
7958,51,5345,13,13,13,13,9,9,9,9,9,9
7959,51,866,12,15,12,12,12,12,12,15,15,12
7960,51,2095,10,10,10,10,10,10,10,10,10,10
7961,51,7542,12,1,12,12,11,1,11,1,12,1
7962,51,5500,18,12,18,18,18,18,12,12,18,12
7963,51,6486,15,15,15,15,15,15,15,15,15,15
7964,36,4558,10,10,10,10,10,10,10,10,10,10
7965,51,5448,7,7,7,13,7,7,13,13,7,13
7966,51,8061,12,12,12,15,12,17,17,15,15,17
7967,51,5436,9,15,9,15,15,15,15,15,15,9
7968,51,8189,12,8,12,8,8,12,12,8,12,12
7969,114,2894,4,9,9,15,4,9,9,9,15,15
7970,51,7963,10,10,10,10,10,10,10,10,10,10
7971,142,1098,15,15,13,15,13,15,13,15,15,15
7972,26,9362,15,15,15,15,4,4,4,15,15,15
7973,36,3394,12,12,12,12,12,12,0,12,0,12
7974,36,2766,10,10,10,10,10,10,10,10,10,10
7975,51,2925,15,15,15,0,15,15,15,15,15,0
7976,51,5520,12,12,2,2,2,2,2,12,2,12
7977,36,7692,10,10,10,10,10,10,10,10,10,10
7978,134,4432,19,1,1,1,12,12,19,12,1,19
7979,51,5590,7,7,7,19,19,9,9,7,19,19
7980,51,6459,12,12,12,12,12,12,12,12,12,12
7981,51,4680,12,19,12,12,12,12,15,19,19,19
7982,51,9015,8,8,3,7,19,19,3,8,8,19
7983,51,5691,12,12,0,12,12,0,0,0,12,0
7984,51,5891,15,15,15,15,15,15,15,15,15,15
7985,51,2773,19,19,7,7,19,7,19,7,19,19
7986,51,6734,13,15,9,9,13,13,9,13,9,9
7987,51,4662,8,13,8,8,8,13,8,13,13,8
7988,51,3116,15,0,15,15,15,15,15,0,15,0
7989,51,7508,15,15,15,15,15,15,15,15,15,15
7990,51,2598,2,19,19,4,4,19,2,4,15,19
7991,51,216,9,15,9,7,15,13,9,15,15,9
7992,51,3671,8,13,13,8,13,8,13,8,8,8
7993,146,8883,17,0,17,17,12,0,0,12,17,17
7994,36,8920,15,15,0,12,12,15,15,12,0,0
7995,51,2901,4,4,9,15,15,15,9,9,9,15
7996,51,1323,0,15,15,15,15,0,15,0,12,0
7997,51,8810,15,0,0,0,0,15,15,0,0,15
7998,51,377,10,10,10,10,10,10,10,10,10,10
7999,51,9023,12,12,8,3,12,12,3,1,3,12
8000,51,6752,13,8,13,8,13,13,13,13,8,8
8001,82,4843,10,10,10,10,10,10,10,10,10,10
8002,51,8817,1,18,1,12,12,1,1,12,12,12
8003,51,1973,10,10,10,10,10,10,10,10,10,10
8004,66,3567,7,7,9,4,7,9,4,7,4,7
8005,51,5955,13,15,15,13,13,15,13,13,15,15
8006,51,8343,12,9,12,12,9,9,12,12,12,12
8007,51,3711,12,15,15,15,12,12,15,15,15,15
8008,36,7449,15,7,7,15,7,7,7,15,15,7
8009,51,8646,13,13,8,8,8,8,13,13,13,13
8010,51,5860,12,12,11,11,11,11,12,12,12,12
8011,51,4075,8,3,3,3,3,3,8,3,3,3
8012,51,8820,9,13,7,7,4,9,7,7,7,4
8013,51,7773,3,19,15,3,19,19,3,3,19,3
8014,75,3074,12,17,10,11,7,12,17,12,17,17
8015,51,3704,8,8,4,4,8,13,4,4,4,13
8016,51,6720,7,12,12,7,7,12,7,12,12,7
8017,51,2148,15,12,15,15,15,15,12,15,12,15
8018,51,9190,15,15,15,9,15,13,13,15,13,13
8019,51,7680,10,10,10,10,10,10,10,10,10,10
8020,51,1572,15,15,15,15,15,15,15,15,15,15
8021,51,7874,12,12,12,12,12,15,12,15,15,15
8022,51,8429,1,12,12,1,1,12,1,1,1,12
8023,51,5593,12,12,12,15,12,12,15,15,12,15
8024,51,6009,15,15,15,15,15,15,15,15,15,15
8025,51,2732,15,15,15,15,15,15,15,15,15,15
8026,51,3779,3,11,3,15,3,11,15,3,3,11
8027,51,2545,7,9,7,7,9,7,9,11,7,11
8028,51,5657,13,8,19,8,13,13,13,13,8,13
8029,36,548,15,18,9,18,9,15,15,9,15,18
8030,36,7280,10,12,12,12,10,12,10,10,10,12
8031,51,3378,10,10,10,10,10,10,10,10,10,10
8032,51,6001,1,7,7,19,1,19,19,1,7,7
8033,51,5727,16,15,16,16,16,15,16,15,15,16
8034,51,2657,12,12,12,12,12,12,12,12,12,12
8035,51,8582,12,0,8,8,8,12,0,12,0,0
8036,51,4237,0,11,17,11,11,3,3,15,15,15
8037,36,4180,0,0,0,0,0,15,15,12,15,12
8038,51,8717,7,16,7,16,16,7,7,16,7,7
8039,51,192,3,1,11,1,17,18,17,1,11,1
8040,51,2816,12,12,12,12,12,12,12,12,12,12
8041,51,4943,9,13,13,15,15,13,13,15,13,15
8042,51,9021,13,13,15,15,13,17,17,15,13,15
8043,51,6383,12,1,1,0,0,1,12,0,0,0
8044,71,1696,12,7,7,12,12,12,12,7,7,12
8045,130,9019,12,7,7,12,12,7,12,12,12,12
8046,51,5100,15,15,15,15,15,15,15,15,15,15
8047,36,6214,0,0,0,0,0,15,0,0,1,0
8048,113,5988,1,1,1,7,1,19,7,1,19,7
8049,92,3379,9,12,9,9,9,9,9,12,7,9
8050,91,5184,7,7,7,7,12,7,12,12,12,7
